,Column Configuration,Differentia Bit Width,Stratum Retention Policy,Stratum Retention Policy Resolution Parameter,Stratigraphic Column Expected Retained Bits,Stratigraphic Column Mean Actual Retained Bits,Stratigraphic Column Target Retained Bits,Stratigraphic Column Expected Retained Bits Error,Stratigraphic Column Actual Num Retained Strata,Taxon Compared From,Taxon Compared To,Generation of Taxon Compared From,Generation of Taxon Compared To,Generation Of MRCA Lower Bound (inclusive),Generation Of MRCA Upper Bound (exclusive),MRCA Bound Confidence,Rank of Earliest Detectable Mrca With
1000,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,56,51.55555555555556,64,-8,7,47639,47633,5001,5000,0.0,4096.0,0.99609375,0
1001,actual_bits=448+actual_strata=7+bits_error=384+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,448,412.44444444444446,64,384,7,47639,47633,5001,5000,0.0,4096.0,1.0,0
1002,actual_bits=252+actual_strata=252+bits_error=-4+differentia=1+policy=RecencyProportionalResolution+resolution=30+target_bits=256,1,RecencyProportionalResolution,30,252,251.44444444444446,256,-4,252,47639,47633,5001,5000,,,0.96875,512
1003,actual_bits=240+actual_strata=30+bits_error=-16+differentia=8+policy=RecencyProportionalResolution+resolution=2+target_bits=256,8,RecencyProportionalResolution,2,240,235.55555555555554,256,-16,30,47639,47633,5001,5000,0.0,1024.0,0.99609375,0
1004,actual_bits=448+actual_strata=7+bits_error=192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=256,64,RecencyProportionalResolution,0,448,412.44444444444446,256,192,7,47639,47633,5001,5000,0.0,4096.0,1.0,0
1005,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=RecencyProportionalResolution+resolution=177+target_bits=1024,1,RecencyProportionalResolution,177,1023,1022.4444444444445,1024,-1,1023,47639,47633,5001,5000,,,0.96875,64
1006,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=13+target_bits=1024,8,RecencyProportionalResolution,13,1016,1011.5555555555555,1024,-8,127,47639,47633,5001,5000,0.0,256.0,0.99609375,0
1007,actual_bits=448+actual_strata=7+bits_error=-576+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=1024,64,RecencyProportionalResolution,0,448,412.44444444444446,1024,-576,7,47639,47633,5001,5000,0.0,4096.0,1.0,0
1008,actual_bits=63+actual_strata=63+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=31+target_bits=64,1,TaperedDepthProportionalResolution,31,63,63.0,64,-1,63,47626,47645,5000,5001,,,0.96875,512
1009,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,56.0,64,-8,7,47626,47645,5000,5001,0.0,1024.0,0.99609375,0
1010,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,192.0,64,128,3,47626,47645,5000,5001,0.0,4096.0,1.0,0
1011,actual_bits=255+actual_strata=255+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=127+target_bits=256,1,TaperedDepthProportionalResolution,127,255,255.0,256,-1,255,47626,47645,5000,5001,32.0,192.0,0.96875,128
1012,actual_bits=248+actual_strata=31+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=15+target_bits=256,8,TaperedDepthProportionalResolution,15,248,248.0,256,-8,31,47626,47645,5000,5001,0.0,256.0,0.99609375,0
1013,actual_bits=192+actual_strata=3+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=256,64,TaperedDepthProportionalResolution,1,192,192.0,256,-64,3,47626,47645,5000,5001,0.0,4096.0,1.0,0
1014,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=511+target_bits=1024,1,TaperedDepthProportionalResolution,511,1023,1022.2222222222222,1024,-1,1023,47626,47645,5000,5001,,,0.96875,32
1015,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=63+target_bits=1024,8,TaperedDepthProportionalResolution,63,1016,1016.0,1024,-8,127,47626,47645,5000,5001,0.0,64.0,0.99609375,0
1016,actual_bits=960+actual_strata=15+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=7+target_bits=1024,64,TaperedDepthProportionalResolution,7,960,960.0,1024,-64,15,47626,47645,5000,5001,0.0,512.0,1.0,0
1017,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=5+target_bits=64,1,RecencyProportionalResolution,5,59,58.44444444444444,64,-5,59,47626,47645,5000,5001,,,0.96875,2048
1018,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,56,51.55555555555556,64,-8,7,47626,47645,5000,5001,0.0,4096.0,0.99609375,0
1019,actual_bits=448+actual_strata=7+bits_error=384+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,448,412.44444444444446,64,384,7,47626,47645,5000,5001,0.0,4096.0,1.0,0
1020,actual_bits=252+actual_strata=252+bits_error=-4+differentia=1+policy=RecencyProportionalResolution+resolution=30+target_bits=256,1,RecencyProportionalResolution,30,252,251.44444444444446,256,-4,252,47626,47645,5000,5001,,,0.96875,512
1021,actual_bits=240+actual_strata=30+bits_error=-16+differentia=8+policy=RecencyProportionalResolution+resolution=2+target_bits=256,8,RecencyProportionalResolution,2,240,235.55555555555554,256,-16,30,47626,47645,5000,5001,0.0,1024.0,0.99609375,0
1022,actual_bits=448+actual_strata=7+bits_error=192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=256,64,RecencyProportionalResolution,0,448,412.44444444444446,256,192,7,47626,47645,5000,5001,0.0,4096.0,1.0,0
1023,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=RecencyProportionalResolution+resolution=177+target_bits=1024,1,RecencyProportionalResolution,177,1023,1022.4444444444445,1024,-1,1023,47626,47645,5000,5001,,,0.96875,64
1024,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=13+target_bits=1024,8,RecencyProportionalResolution,13,1016,1011.5555555555555,1024,-8,127,47626,47645,5000,5001,0.0,256.0,0.99609375,0
1025,actual_bits=448+actual_strata=7+bits_error=-576+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=1024,64,RecencyProportionalResolution,0,448,412.44444444444446,1024,-576,7,47626,47645,5000,5001,0.0,4096.0,1.0,0
1026,actual_bits=63+actual_strata=63+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=31+target_bits=64,1,TaperedDepthProportionalResolution,31,63,63.0,64,-1,63,47626,47644,5000,5001,,,0.96875,512
1027,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,56.0,64,-8,7,47626,47644,5000,5001,0.0,1024.0,0.99609375,0
1028,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,192.0,64,128,3,47626,47644,5000,5001,0.0,4096.0,1.0,0
1029,actual_bits=255+actual_strata=255+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=127+target_bits=256,1,TaperedDepthProportionalResolution,127,255,255.0,256,-1,255,47626,47644,5000,5001,,,0.96875,128
1030,actual_bits=248+actual_strata=31+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=15+target_bits=256,8,TaperedDepthProportionalResolution,15,248,248.0,256,-8,31,47626,47644,5000,5001,0.0,256.0,0.99609375,0
1031,actual_bits=192+actual_strata=3+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=256,64,TaperedDepthProportionalResolution,1,192,192.0,256,-64,3,47626,47644,5000,5001,0.0,4096.0,1.0,0
1032,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=511+target_bits=1024,1,TaperedDepthProportionalResolution,511,1023,1022.2222222222222,1024,-1,1023,47626,47644,5000,5001,,,0.96875,32
1033,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=63+target_bits=1024,8,TaperedDepthProportionalResolution,63,1016,1016.0,1024,-8,127,47626,47644,5000,5001,0.0,64.0,0.99609375,0
1034,actual_bits=960+actual_strata=15+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=7+target_bits=1024,64,TaperedDepthProportionalResolution,7,960,960.0,1024,-64,15,47626,47644,5000,5001,0.0,512.0,1.0,0
1035,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=5+target_bits=64,1,RecencyProportionalResolution,5,59,58.44444444444444,64,-5,59,47626,47644,5000,5001,,,0.96875,2048
1036,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,56,51.55555555555556,64,-8,7,47626,47644,5000,5001,0.0,4096.0,0.99609375,0
1037,actual_bits=448+actual_strata=7+bits_error=384+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,448,412.44444444444446,64,384,7,47626,47644,5000,5001,0.0,4096.0,1.0,0
1038,actual_bits=252+actual_strata=252+bits_error=-4+differentia=1+policy=RecencyProportionalResolution+resolution=30+target_bits=256,1,RecencyProportionalResolution,30,252,251.44444444444446,256,-4,252,47626,47644,5000,5001,,,0.96875,512
1039,actual_bits=240+actual_strata=30+bits_error=-16+differentia=8+policy=RecencyProportionalResolution+resolution=2+target_bits=256,8,RecencyProportionalResolution,2,240,235.55555555555554,256,-16,30,47626,47644,5000,5001,0.0,1024.0,0.99609375,0
1040,actual_bits=448+actual_strata=7+bits_error=192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=256,64,RecencyProportionalResolution,0,448,412.44444444444446,256,192,7,47626,47644,5000,5001,0.0,4096.0,1.0,0
1041,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=RecencyProportionalResolution+resolution=177+target_bits=1024,1,RecencyProportionalResolution,177,1023,1022.4444444444445,1024,-1,1023,47626,47644,5000,5001,0.0,80.0,0.96875,64
1042,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=13+target_bits=1024,8,RecencyProportionalResolution,13,1016,1011.5555555555555,1024,-8,127,47626,47644,5000,5001,0.0,256.0,0.99609375,0
1043,actual_bits=448+actual_strata=7+bits_error=-576+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=1024,64,RecencyProportionalResolution,0,448,412.44444444444446,1024,-576,7,47626,47644,5000,5001,0.0,4096.0,1.0,0
1044,actual_bits=63+actual_strata=63+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=31+target_bits=64,1,TaperedDepthProportionalResolution,31,63,63.0,64,-1,63,47626,47643,5000,5001,0.0,640.0,0.96875,512
1045,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,56.0,64,-8,7,47626,47643,5000,5001,0.0,1024.0,0.99609375,0
1046,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,192.0,64,128,3,47626,47643,5000,5001,0.0,4096.0,1.0,0
1047,actual_bits=255+actual_strata=255+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=127+target_bits=256,1,TaperedDepthProportionalResolution,127,255,255.0,256,-1,255,47626,47643,5000,5001,,,0.96875,128
1048,actual_bits=248+actual_strata=31+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=15+target_bits=256,8,TaperedDepthProportionalResolution,15,248,248.0,256,-8,31,47626,47643,5000,5001,0.0,256.0,0.99609375,0
1049,actual_bits=192+actual_strata=3+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=256,64,TaperedDepthProportionalResolution,1,192,192.0,256,-64,3,47626,47643,5000,5001,0.0,4096.0,1.0,0
1050,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=511+target_bits=1024,1,TaperedDepthProportionalResolution,511,1023,1022.2222222222222,1024,-1,1023,47626,47643,5000,5001,0.0,40.0,0.96875,32
1051,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=63+target_bits=1024,8,TaperedDepthProportionalResolution,63,1016,1016.0,1024,-8,127,47626,47643,5000,5001,0.0,64.0,0.99609375,0
1052,actual_bits=960+actual_strata=15+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=7+target_bits=1024,64,TaperedDepthProportionalResolution,7,960,960.0,1024,-64,15,47626,47643,5000,5001,0.0,512.0,1.0,0
1053,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=5+target_bits=64,1,RecencyProportionalResolution,5,59,58.44444444444444,64,-5,59,47626,47643,5000,5001,,,0.96875,2048
1054,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,56,51.55555555555556,64,-8,7,47626,47643,5000,5001,0.0,4096.0,0.99609375,0
1055,actual_bits=448+actual_strata=7+bits_error=384+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,448,412.44444444444446,64,384,7,47626,47643,5000,5001,0.0,4096.0,1.0,0
1056,actual_bits=252+actual_strata=252+bits_error=-4+differentia=1+policy=RecencyProportionalResolution+resolution=30+target_bits=256,1,RecencyProportionalResolution,30,252,251.44444444444446,256,-4,252,47626,47643,5000,5001,,,0.96875,512
1057,actual_bits=240+actual_strata=30+bits_error=-16+differentia=8+policy=RecencyProportionalResolution+resolution=2+target_bits=256,8,RecencyProportionalResolution,2,240,235.55555555555554,256,-16,30,47626,47643,5000,5001,0.0,1024.0,0.99609375,0
1058,actual_bits=448+actual_strata=7+bits_error=192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=256,64,RecencyProportionalResolution,0,448,412.44444444444446,256,192,7,47626,47643,5000,5001,0.0,4096.0,1.0,0
1059,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=RecencyProportionalResolution+resolution=177+target_bits=1024,1,RecencyProportionalResolution,177,1023,1022.4444444444445,1024,-1,1023,47626,47643,5000,5001,,,0.96875,64
1060,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=13+target_bits=1024,8,RecencyProportionalResolution,13,1016,1011.5555555555555,1024,-8,127,47626,47643,5000,5001,0.0,256.0,0.99609375,0
1061,actual_bits=448+actual_strata=7+bits_error=-576+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=1024,64,RecencyProportionalResolution,0,448,412.44444444444446,1024,-576,7,47626,47643,5000,5001,0.0,4096.0,1.0,0
1062,actual_bits=63+actual_strata=63+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=31+target_bits=64,1,TaperedDepthProportionalResolution,31,63,63.0,64,-1,63,47626,47642,5000,5001,,,0.96875,512
1063,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,56.0,64,-8,7,47626,47642,5000,5001,0.0,1024.0,0.99609375,0
1064,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,192.0,64,128,3,47626,47642,5000,5001,0.0,4096.0,1.0,0
1065,actual_bits=255+actual_strata=255+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=127+target_bits=256,1,TaperedDepthProportionalResolution,127,255,255.0,256,-1,255,47626,47642,5000,5001,,,0.96875,128
1066,actual_bits=248+actual_strata=31+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=15+target_bits=256,8,TaperedDepthProportionalResolution,15,248,248.0,256,-8,31,47626,47642,5000,5001,0.0,256.0,0.99609375,0
1067,actual_bits=192+actual_strata=3+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=256,64,TaperedDepthProportionalResolution,1,192,192.0,256,-64,3,47626,47642,5000,5001,0.0,4096.0,1.0,0
1068,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=511+target_bits=1024,1,TaperedDepthProportionalResolution,511,1023,1022.2222222222222,1024,-1,1023,47626,47642,5000,5001,16.0,56.0,0.96875,32
1069,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=63+target_bits=1024,8,TaperedDepthProportionalResolution,63,1016,1016.0,1024,-8,127,47626,47642,5000,5001,0.0,64.0,0.99609375,0
1070,actual_bits=960+actual_strata=15+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=7+target_bits=1024,64,TaperedDepthProportionalResolution,7,960,960.0,1024,-64,15,47626,47642,5000,5001,0.0,512.0,1.0,0
1071,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=5+target_bits=64,1,RecencyProportionalResolution,5,59,58.44444444444444,64,-5,59,47626,47642,5000,5001,,,0.96875,2048
1072,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,56,51.55555555555556,64,-8,7,47626,47642,5000,5001,0.0,4096.0,0.99609375,0
1073,actual_bits=448+actual_strata=7+bits_error=384+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,448,412.44444444444446,64,384,7,47626,47642,5000,5001,0.0,4096.0,1.0,0
1074,actual_bits=252+actual_strata=252+bits_error=-4+differentia=1+policy=RecencyProportionalResolution+resolution=30+target_bits=256,1,RecencyProportionalResolution,30,252,251.44444444444446,256,-4,252,47626,47642,5000,5001,,,0.96875,512
1075,actual_bits=240+actual_strata=30+bits_error=-16+differentia=8+policy=RecencyProportionalResolution+resolution=2+target_bits=256,8,RecencyProportionalResolution,2,240,235.55555555555554,256,-16,30,47626,47642,5000,5001,0.0,1024.0,0.99609375,0
1076,actual_bits=448+actual_strata=7+bits_error=192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=256,64,RecencyProportionalResolution,0,448,412.44444444444446,256,192,7,47626,47642,5000,5001,0.0,4096.0,1.0,0
1077,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=RecencyProportionalResolution+resolution=177+target_bits=1024,1,RecencyProportionalResolution,177,1023,1022.4444444444445,1024,-1,1023,47626,47642,5000,5001,,,0.96875,64
1078,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=13+target_bits=1024,8,RecencyProportionalResolution,13,1016,1011.5555555555555,1024,-8,127,47626,47642,5000,5001,0.0,256.0,0.99609375,0
1079,actual_bits=448+actual_strata=7+bits_error=-576+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=1024,64,RecencyProportionalResolution,0,448,412.44444444444446,1024,-576,7,47626,47642,5000,5001,0.0,4096.0,1.0,0
1080,actual_bits=63+actual_strata=63+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=31+target_bits=64,1,TaperedDepthProportionalResolution,31,63,63.0,64,-1,63,47626,47641,5000,5001,,,0.96875,512
1081,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,56.0,64,-8,7,47626,47641,5000,5001,0.0,1024.0,0.99609375,0
1082,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,192.0,64,128,3,47626,47641,5000,5001,0.0,4096.0,1.0,0
1083,actual_bits=255+actual_strata=255+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=127+target_bits=256,1,TaperedDepthProportionalResolution,127,255,255.0,256,-1,255,47626,47641,5000,5001,,,0.96875,128
1084,actual_bits=248+actual_strata=31+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=15+target_bits=256,8,TaperedDepthProportionalResolution,15,248,248.0,256,-8,31,47626,47641,5000,5001,0.0,256.0,0.99609375,0
1085,actual_bits=192+actual_strata=3+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=256,64,TaperedDepthProportionalResolution,1,192,192.0,256,-64,3,47626,47641,5000,5001,0.0,4096.0,1.0,0
1086,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=511+target_bits=1024,1,TaperedDepthProportionalResolution,511,1023,1022.2222222222222,1024,-1,1023,47626,47641,5000,5001,16.0,56.0,0.96875,32
1087,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=63+target_bits=1024,8,TaperedDepthProportionalResolution,63,1016,1016.0,1024,-8,127,47626,47641,5000,5001,0.0,64.0,0.99609375,0
1088,actual_bits=960+actual_strata=15+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=7+target_bits=1024,64,TaperedDepthProportionalResolution,7,960,960.0,1024,-64,15,47626,47641,5000,5001,0.0,512.0,1.0,0
1089,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=5+target_bits=64,1,RecencyProportionalResolution,5,59,58.44444444444444,64,-5,59,47626,47641,5000,5001,,,0.96875,2048
1090,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,56,51.55555555555556,64,-8,7,47626,47641,5000,5001,0.0,4096.0,0.99609375,0
1091,actual_bits=448+actual_strata=7+bits_error=384+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,448,412.44444444444446,64,384,7,47626,47641,5000,5001,0.0,4096.0,1.0,0
1092,actual_bits=252+actual_strata=252+bits_error=-4+differentia=1+policy=RecencyProportionalResolution+resolution=30+target_bits=256,1,RecencyProportionalResolution,30,252,251.44444444444446,256,-4,252,47626,47641,5000,5001,,,0.96875,512
1093,actual_bits=240+actual_strata=30+bits_error=-16+differentia=8+policy=RecencyProportionalResolution+resolution=2+target_bits=256,8,RecencyProportionalResolution,2,240,235.55555555555554,256,-16,30,47626,47641,5000,5001,0.0,1024.0,0.99609375,0
1094,actual_bits=448+actual_strata=7+bits_error=192+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=256,64,RecencyProportionalResolution,0,448,412.44444444444446,256,192,7,47626,47641,5000,5001,0.0,4096.0,1.0,0
1095,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=RecencyProportionalResolution+resolution=177+target_bits=1024,1,RecencyProportionalResolution,177,1023,1022.4444444444445,1024,-1,1023,47626,47641,5000,5001,,,0.96875,64
1096,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=13+target_bits=1024,8,RecencyProportionalResolution,13,1016,1011.5555555555555,1024,-8,127,47626,47641,5000,5001,0.0,256.0,0.99609375,0
1097,actual_bits=448+actual_strata=7+bits_error=-576+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=1024,64,RecencyProportionalResolution,0,448,412.44444444444446,1024,-576,7,47626,47641,5000,5001,0.0,4096.0,1.0,0
1098,actual_bits=63+actual_strata=63+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=31+target_bits=64,1,TaperedDepthProportionalResolution,31,63,63.0,64,-1,63,47626,47640,5000,5001,,,0.96875,512
1099,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=3+target_bits=64,8,TaperedDepthProportionalResolution,3,56,56.0,64,-8,7,47626,47640,5000,5001,0.0,1024.0,0.99609375,0
1100,actual_bits=192+actual_strata=3+bits_error=128+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=64,64,TaperedDepthProportionalResolution,1,192,192.0,64,128,3,47626,47640,5000,5001,0.0,4096.0,1.0,0
1101,actual_bits=255+actual_strata=255+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=127+target_bits=256,1,TaperedDepthProportionalResolution,127,255,255.0,256,-1,255,47626,47640,5000,5001,,,0.96875,128
1102,actual_bits=248+actual_strata=31+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=15+target_bits=256,8,TaperedDepthProportionalResolution,15,248,248.0,256,-8,31,47626,47640,5000,5001,0.0,256.0,0.99609375,0
1103,actual_bits=192+actual_strata=3+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=1+target_bits=256,64,TaperedDepthProportionalResolution,1,192,192.0,256,-64,3,47626,47640,5000,5001,0.0,4096.0,1.0,0
1104,actual_bits=1023+actual_strata=1023+bits_error=-1+differentia=1+policy=TaperedDepthProportionalResolution+resolution=511+target_bits=1024,1,TaperedDepthProportionalResolution,511,1023,1022.2222222222222,1024,-1,1023,47626,47640,5000,5001,0.0,40.0,0.96875,32
1105,actual_bits=1016+actual_strata=127+bits_error=-8+differentia=8+policy=TaperedDepthProportionalResolution+resolution=63+target_bits=1024,8,TaperedDepthProportionalResolution,63,1016,1016.0,1024,-8,127,47626,47640,5000,5001,0.0,64.0,0.99609375,0
1106,actual_bits=960+actual_strata=15+bits_error=-64+differentia=64+policy=TaperedDepthProportionalResolution+resolution=7+target_bits=1024,64,TaperedDepthProportionalResolution,7,960,960.0,1024,-64,15,47626,47640,5000,5001,0.0,512.0,1.0,0
1107,actual_bits=59+actual_strata=59+bits_error=-5+differentia=1+policy=RecencyProportionalResolution+resolution=5+target_bits=64,1,RecencyProportionalResolution,5,59,58.44444444444444,64,-5,59,47626,47640,5000,5001,,,0.96875,2048
1108,actual_bits=56+actual_strata=7+bits_error=-8+differentia=8+policy=RecencyProportionalResolution+resolution=0+target_bits=64,8,RecencyProportionalResolution,0,56,51.55555555555556,64,-8,7,47626,47640,5000,5001,0.0,4096.0,0.99609375,0
1109,actual_bits=448+actual_strata=7+bits_error=384+differentia=64+policy=RecencyProportionalResolution+resolution=0+target_bits=64,64,RecencyProportionalResolution,0,448,412.44444444444446,64,384,7,47626,47640,5000,5001,0.0,4096.0,1.0,0
1110,actual_bits=252+actual_strata=252+bits_error=-4+differentia=1+policy=RecencyProportionalResolution+resolution=30+target_bits=256,1,RecencyProportionalResolution,30,252,251.44444444444446,256,-4,252,47626,47640,5000,5001,,,0.96875,512
1111,actual_bits=240+actual_strata=30+bits_error=-16+differentia=8+policy=RecencyProportionalResolution+resolution=2+target_bits=256,8,RecencyProportionalResolution,2,240,235.55555555555554,256,-16,30,47626,47640,5000,5001,0.0,1024.0,0.99609375,0
